Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Service Support,Regular Army,Female,1317,1392,940,1148,243,1058,180,1070,829,1663,936,233,72.6,1.611
Combat Arms,Regular Army,Female,1361,1422,915,1194,249,1024,190,1049,909,1688,758,187,63.1,1.681
Combat Support,Regular Army,Female,1290,1367,925,1112,246,1032,180,1068,836,1656,888,227,63.1,1.585
Combat Service Support,Regular Army,Female,1327,1380,1032,1176,248,1054,180,1052,852,1665,941,213,66,1.614
Combat Service Support,Regular Army,Female,1395,1452,988,1205,268,1139,196,1066,858,1802,812,195,78.9,1.674
Combat Support,Army National Guard,Female,1370,1420,838,1188,247,1089,178,947,817,1717,704,166,53.1,1.653
Combat Support,Army National Guard,Female,1329,1367,992,1135,234,1035,164,1003,854,1583,1027,246,70.8,1.593
Combat Support,Army Reserve,Female,1280,1369,969,1122,252,1018,178,1007,820,1673,885,214,62.5,1.592
Combat Support,Army National Guard,Female,1332,1374,957,1161,251,1051,184,1036,877,1632,872,201,68,1.617
Combat Support,Army National Guard,Female,1309,1354,1093,1112,229,1081,164,1022,827,1559,1041,256,73.4,1.589
Combat Support,Army National Guard,Female,1308,1362,997,1168,245,1052,182,1089,810,1658,859,210,68.8,1.597
Combat Support,Army National Guard,Female,1397,1450,1090,1195,256,1049,183,1075,921,1665,1022,240,84,1.698
Combat Support,Army National Guard,Female,1321,1359,923,1161,245,1034,166,1026,876,1610,790,194,64.7,1.619
Combat Support,Army National Guard,Female,1322,1403,844,1167,246,1021,177,1044,881,1721,711,168,56.1,1.663
Combat Support,Army National Guard,Female,1315,1374,1011,1146,249,1026,186,1013,849,1632,941,221,73.5,1.606
Combat Support,Army National Guard,Female,1332,1365,997,1170,229,1075,158,1047,840,1607,1076,273,73.3,1.609
Combat Arms,Army National Guard,Female,1390,1456,943,1235,253,1074,185,998,880,1716,797,173,60.5,1.696
Combat Service Support,Army National Guard,Female,1402,1479,934,1224,249,1072,182,1019,937,1637,904,203,72.2,1.723
Combat Support,Army National Guard,Female,1429,1517,1031,1232,276,1101,206,1124,912,1782,979,244,90.8,1.748
Combat Support,Army National Guard,Female,1425,1452,985,1215,253,1100,184,1015,907,1674,888,214,76,1.695
Combat Support,Army National Guard,Female,1336,1398,935,1173,229,1014,172,1034,900,1649,769,195,60.6,1.648
Combat Service Support,Army National Guard,Female,1275,1344,872,1116,233,995,176,1000,868,1616,807,185,57.3,1.579
Combat Service Support,Army National Guard,Female,1293,1351,996,1114,244,1040,167,1035,823,1629,839,199,60.2,1.587
Combat Support,Army National Guard,Female,1315,1380,994,1115,248,1037,180,1013,838,1645,975,243,66.9,1.604
Combat Service Support,Army National Guard,Female,1347,1386,1131,1161,239,1079,178,1125,849,1687,1127,319,82.9,1.603
Combat Support,Army National Guard,Female,1399,1476,966,1217,244,1108,179,1037,913,1728,930,214,76.5,1.712
Combat Service Support,Army National Guard,Female,1315,1397,908,1185,250,1056,181,1064,860,1704,907,240,67.1,1.628
Combat Service Support,Army National Guard,Female,1220,1299,985,1060,232,1034,176,1039,810,1592,919,243,58.9,1.52
Combat Service Support,Army National Guard,Female,1347,1405,896,1198,241,1094,178,1007,854,1696,839,204,61.5,1.64
Combat Support,Army National Guard,Female,1318,1380,864,1155,247,1015,174,953,866,1636,697,168,52.9,1.616
Combat Service Support,Army National Guard,Female,1406,1455,1095,1211,254,1105,179,1139,857,1713,1088,276,84.7,1.684
Combat Support,Army National Guard,Female,1370,1429,890,1187,255,1072,181,973,859,1689,805,174,59.6,1.649
Combat Support,Army National Guard,Female,1378,1428,965,1226,259,1097,185,1027,877,1684,844,194,66.6,1.677
Combat Support,Army National Guard,Female,1352,1414,958,1235,242,1055,173,1040,869,1635,915,218,67.6,1.653
Combat Service Support,Army National Guard,Female,1333,1404,926,1140,239,1016,183,974,872,1652,862,193,65.8,1.638
Combat Service Support,Army National Guard,Female,1347,1432,878,1177,240,1057,171,978,875,1617,835,203,59.6,1.646
Combat Support,Army Reserve,Female,1305,1377,951,1147,239,1032,173,1030,865,1620,1000,251,73.5,1.619
Combat Support,Army Reserve,Female,1242,1304,858,1097,233,953,175,1005,824,1585,789,197,55.6,1.53
Combat Support,Army Reserve,Female,1312,1360,870,1175,247,1053,165,996,835,1617,777,169,56.1,1.603
Combat Support,Army Reserve,Female,1356,1428,875,1229,259,1100,187,996,849,1761,796,195,56,1.68
Combat Support,Army Reserve,Female,1313,1365,1139,1126,257,1076,180,1129,858,1623,1017,256,87.1,1.602
Combat Service Support,Army National Guard,Female,1191,1237,1064,1029,210,935,157,1093,824,1458,1074,274,73.6,1.447
Combat Service Support,Army National Guard,Female,1333,1393,923,1175,257,1059,185,1018,847,1679,688,179,61.3,1.627
Combat Service Support,Army National Guard,Female,1292,1369,861,1120,229,1011,174,982,852,1629,713,174,50.5,1.594
Combat Service Support,Army National Guard,Female,1374,1453,1057,1178,253,1072,184,1125,917,1708,1035,268,82.3,1.688
Combat Service Support,Army National Guard,Female,1266,1320,896,1084,232,981,169,1020,829,1562,827,199,56.1,1.547
Combat Service Support,Army National Guard,Female,1322,1383,991,1124,251,1034,186,1117,865,1689,950,225,75.4,1.621
Combat Support,Army National Guard,Female,1332,1386,904,1154,245,1050,179,1011,878,1684,805,186,59.3,1.625
Combat Support,Army National Guard,Female,1317,1378,981,1186,223,1019,166,998,825,1610,896,208,69.5,1.597
Combat Support,Army National Guard,Female,1299,1364,1046,1104,253,1039,181,1063,841,1691,905,219,82,1.602
Combat Service Support,Army National Guard,Female,1321,1368,952,1146,234,1054,174,1005,820,1669,833,198,58.3,1.614
Combat Support,Army National Guard,Female,1415,1475,1067,1240,244,1103,175,1125,928,1669,1055,263,92,1.743
Combat Service Support,Army National Guard,Female,1315,1380,1105,1107,237,1071,174,1143,861,1590,1071,248,84.1,1.603
Combat Service Support,Army National Guard,Female,1270,1316,1196,1096,240,1011,179,1130,857,1579,1111,261,84.2,1.576
Combat Service Support,Regular Army,Female,1326,1379,999,1151,243,1047,183,1048,863,1677,871,215,66,1.619
Combat Service Support,Regular Army,Female,1396,1500,1052,1221,277,1154,201,1167,923,1776,969,247,89.6,1.754
Combat Service Support,Regular Army,Female,1400,1491,1014,1227,266,1150,206,1119,864,1813,942,237,84.2,1.709
Combat Support,Regular Army,Female,1488,1532,1048,1331,264,1168,199,1055,877,1922,964,234,84.5,1.789
Combat Support,Regular Army,Female,1290,1338,896,1125,233,1003,180,991,843,1634,887,201,59.6,1.587
Combat Support,Regular Army,Female,1396,1438,943,1204,254,1075,184,1039,880,1688,838,195,68.8,1.687
Combat Service Support,Regular Army,Female,1395,1447,899,1204,249,1086,175,1052,858,1684,826,187,69,1.665
Combat Support,Regular Army,Female,1296,1351,996,1119,266,1053,184,1085,814,1652,950,235,74.8,1.573
Combat Service Support,Regular Army,Female,1350,1415,911,1146,251,1095,178,1018,888,1626,819,191,69.9,1.654
Combat Support,Regular Army,Female,1300,1344,1005,1111,236,1032,166,1047,862,1590,920,233,69.1,1.582
Combat Support,Regular Army,Female,1263,1326,873,1105,225,968,175,983,849,1604,744,168,56.6,1.575
Combat Service Support,Regular Army,Female,1311,1381,976,1172,239,1048,178,1047,834,1666,880,200,69.9,1.6
Combat Service Support,Regular Army,Female,1299,1360,834,1138,229,974,164,937,850,1607,740,190,46.8,1.584
Combat Support,Regular Army,Female,1251,1299,986,1086,233,995,167,1030,851,1514,829,184,70.1,1.535
Combat Support,Regular Army,Female,1298,1368,1062,1097,241,1059,171,1049,876,1608,1029,257,83.2,1.593
Combat Service Support,Regular Army,Female,1275,1339,1004,1111,251,1048,171,1045,855,1579,973,272,78.9,1.583
Combat Support,Regular Army,Female,1298,1349,896,1115,248,977,184,1005,876,1668,845,215,59.2,1.608
Combat Support,Regular Army,Female,1368,1434,861,1180,239,1070,184,1013,871,1677,828,191,58.3,1.663
Combat Support,Regular Army,Female,1305,1372,951,1141,239,1074,178,1084,873,1672,1020,254,74.6,1.609
Combat Support,Regular Army,Female,1224,1292,772,1099,229,978,164,852,785,1518,675,165,42.8,1.513
Combat Service Support,Regular Army,Female,1408,1468,1034,1244,264,1140,193,1088,872,1759,1007,242,85.3,1.704
Combat Support,Regular Army,Female,1400,1482,899,1224,249,1101,181,987,905,1687,858,208,66.4,1.708
Combat Support,Regular Army,Female,1231,1261,955,1063,222,1002,169,976,797,1519,804,190,57.7,1.506
Combat Support,Regular Army,Female,1297,1333,867,1121,232,995,164,952,854,1533,811,198,56.5,1.583
Combat Support,Regular Army,Female,1419,1494,971,1236,252,1077,187,1040,937,1732,864,207,71.4,1.731
Combat Support,Regular Army,Female,1371,1433,966,1214,256,1122,191,1018,831,1730,871,215,76.2,1.669
Combat Service Support,Regular Army,Female,1317,1410,800,1176,244,1084,176,1017,875,1683,824,195,55.6,1.64
Combat Support,Regular Army,Female,1327,1376,812,1148,244,1022,184,992,850,1683,724,180,56.1,1.613
Combat Support,Regular Army,Female,1334,1402,946,1175,248,1050,184,1059,864,1672,849,222,64.1,1.64
Combat Service Support,Regular Army,Female,1297,1351,1008,1113,253,1025,185,1070,839,1646,918,232,76.6,1.581
Combat Support,Regular Army,Female,1371,1432,971,1219,260,1071,187,1047,852,1750,829,224,70.2,1.664
Combat Service Support,Regular Army,Female,1279,1353,918,1097,238,971,170,949,828,1510,799,181,56.1,1.562
Combat Service Support,Regular Army,Female,1395,1474,987,1205,265,1160,187,1077,882,1738,1017,233,81.2,1.722
Combat Service Support,Regular Army,Female,1264,1326,969,1102,224,994,165,1048,872,1519,900,210,72.5,1.564
Combat Service Support,Regular Army,Female,1286,1359,979,1111,246,1015,178,1039,842,1660,917,230,68.6,1.589
Combat Service Support,Regular Army,Female,1480,1548,1017,1290,258,1184,201,1113,920,1918,970,218,92.4,1.789
Combat Service Support,Regular Army,Female,1310,1363,1058,1160,242,1015,174,1057,858,1675,884,211,66.2,1.608
Combat Support,Regular Army,Female,1299,1358,887,1104,227,1027,177,970,828,1665,796,201,56.2,1.595
Combat Service Support,Regular Army,Female,1298,1358,859,1133,242,1038,176,959,815,1646,785,198,56.4,1.59
Combat Support,Regular Army,Female,1261,1319,980,1090,234,912,170,1038,896,1545,870,206,65.3,1.575
Combat Support,Regular Army,Female,1262,1303,1037,1104,233,985,178,964,816,1566,905,238,67.9,1.539
Combat Service Support,Regular Army,Female,1372,1424,984,1198,253,1096,177,1092,838,1752,958,276,77.7,1.654
Combat Service Support,Regular Army,Female,1324,1389,959,1142,240,1040,176,1001,845,1620,855,211,63.2,1.616
Combat Service Support,Regular Army,Female,1368,1413,988,1168,260,1080,188,1082,837,1767,869,214,69.7,1.646
Combat Support,Regular Army,Female,1271,1334,900,1110,255,1061,178,1007,824,1586,875,229,68.1,1.548
Combat Service Support,Regular Army,Female,1311,1389,827,1159,243,992,176,998,868,1653,722,172,57,1.617
Combat Service Support,Regular Army,Female,1243,1294,1089,1087,235,1015,165,1093,826,1554,1034,260,74.2,1.527
Combat Service Support,Regular Army,Female,1390,1427,895,1206,242,1070,180,998,857,1702,757,207,58.9,1.653
Combat Service Support,Regular Army,Female,1334,1375,1024,1142,239,1063,174,1092,844,1678,995,260,75,1.606
Combat Service Support,Regular Army,Female,1418,1478,948,1252,265,1102,194,1075,866,1798,812,210,74.4,1.7
Combat Service Support,Regular Army,Female,1388,1434,1131,1195,243,1115,171,1082,888,1703,954,252,81.5,1.672
Combat Support,Regular Army,Female,1427,1482,988,1231,268,1096,201,1089,896,1795,928,226,76.5,1.728
Combat Service Support,Regular Army,Female,1396,1439,1098,1204,259,1107,187,1116,859,1792,1049,285,82.7,1.677
Combat Service Support,Regular Army,Female,1481,1544,1033,1281,269,1122,194,1064,938,1734,958,226,79.3,1.79
Combat Service Support,Regular Army,Female,1335,1400,960,1175,248,1029,175,1018,900,1613,912,231,73.5,1.643
Combat Service Support,Regular Army,Female,1311,1361,955,1143,236,1034,165,1002,831,1602,822,194,62,1.584
Combat Service Support,Regular Army,Female,1302,1354,1023,1134,238,1060,176,1000,835,1619,935,212,65.9,1.583
Combat Support,Regular Army,Female,1333,1410,1000,1173,245,1127,171,1096,834,1654,957,217,70.5,1.64
Combat Service Support,Regular Army,Female,1283,1339,866,1115,235,1026,166,958,817,1636,707,172,49.3,1.562
Combat Service Support,Regular Army,Female,1353,1415,881,1162,265,1072,200,1003,828,1774,771,181,64.3,1.65
Combat Support,Regular Army,Female,1352,1401,950,1204,246,1032,179,1030,891,1640,806,200,65.4,1.656
Combat Service Support,Regular Army,Female,1309,1389,1020,1155,252,1041,182,1020,873,1638,1002,243,65.5,1.624
Combat Service Support,Regular Army,Female,1322,1376,1159,1107,247,1045,183,1105,895,1661,1044,255,85.6,1.631
Combat Support,Regular Army,Female,1425,1499,866,1250,254,1126,190,1025,880,1850,815,188,63.2,1.715
Combat Support,Regular Army,Female,1308,1370,908,1156,238,1053,183,1052,858,1679,752,172,64.8,1.607
Combat Service Support,Regular Army,Female,1299,1355,883,1148,226,979,174,1013,853,1623,831,194,60.4,1.6
Combat Support,Regular Army,Female,1278,1342,993,1087,233,998,172,1039,869,1544,880,201,70.2,1.571
Combat Support,Regular Army,Female,1308,1382,920,1140,238,1016,177,1023,859,1640,817,192,65.9,1.603
Combat Support,Regular Army,Female,1311,1360,1122,1119,235,1094,175,1041,850,1606,938,213,77.1,1.599
Combat Support,Regular Army,Female,1318,1373,829,1150,227,1019,171,962,857,1577,797,178,52.4,1.602
Combat Support,Regular Army,Female,1363,1419,925,1209,249,1074,188,1006,826,1704,773,185,68.5,1.642
Combat Support,Regular Army,Female,1424,1479,1096,1227,248,1108,180,1144,901,1708,1103,279,101.7,1.715
Combat Support,Regular Army,Female,1314,1388,862,1137,244,999,180,931,900,1583,679,164,48.7,1.634
Combat Support,Regular Army,Female,1353,1427,1059,1214,253,1075,176,1048,904,1690,1055,253,82.4,1.657
Combat Support,Regular Army,Female,1356,1389,1086,1165,241,1037,180,996,855,1659,856,218,72.4,1.626
Combat Support,Army Reserve,Female,1236,1305,968,1077,237,1028,173,1050,805,1622,868,229,61.7,1.536
Combat Service Support,Army Reserve,Female,1406,1442,908,1202,238,1094,175,981,891,1645,818,202,69.6,1.698
Combat Support,Army National Guard,Female,1335,1418,956,1188,253,1061,182,1068,897,1685,846,193,75.3,1.652
Combat Support,Army National Guard,Female,1321,1371,1043,1116,236,1025,166,1051,868,1633,1032,257,78.5,1.611
Combat Support,Army National Guard,Female,1452,1490,1003,1268,257,1118,184,1078,931,1796,911,216,81.2,1.764
Combat Service Support,Army National Guard,Female,1289,1355,825,1135,230,980,174,946,853,1615,650,146,48.5,1.586
Combat Service Support,Army National Guard,Female,1306,1370,899,1143,234,1015,167,970,837,1574,804,180,59.5,1.592
Combat Support,Army National Guard,Female,1468,1531,958,1275,269,1155,194,1054,921,1857,880,200,74,1.782
Combat Support,Army Reserve,Female,1385,1454,1028,1165,268,1100,195,1084,885,1748,970,221,79.9,1.708
Combat Service Support,Army National Guard,Female,1343,1408,957,1162,249,1048,175,1020,880,1682,841,188,64.5,1.65
Combat Service Support,Army National Guard,Female,1325,1371,1007,1155,242,1072,171,1058,843,1647,949,219,72.5,1.612
Combat Service Support,Army National Guard,Female,1331,1419,842,1169,246,1056,184,1012,885,1687,766,179,60,1.66
Combat Service Support,Army National Guard,Female,1344,1389,884,1179,253,1050,176,1011,867,1622,811,195,63,1.629
Combat Service Support,Army National Guard,Female,1330,1400,992,1151,245,966,180,1102,901,1690,978,230,76.2,1.63
Combat Service Support,Army National Guard,Female,1420,1494,913,1271,254,1075,188,1016,933,1727,738,182,69.6,1.743
Combat Service Support,Army National Guard,Female,1399,1444,1152,1190,260,1048,182,1122,890,1708,1001,235,81.8,1.688
Combat Service Support,Army National Guard,Female,1302,1343,836,1153,247,1012,175,978,845,1637,705,174,50.8,1.58
Combat Service Support,Army National Guard,Female,1311,1384,957,1149,219,1019,168,1032,854,1637,901,202,66.5,1.61
Combat Service Support,Army National Guard,Female,1265,1324,757,1127,228,964,170,881,834,1568,620,138,40,1.556
Combat Service Support,Army National Guard,Female,1292,1346,985,1134,230,1037,170,1062,849,1589,1000,253,73.6,1.585
Combat Service Support,Army National Guard,Female,1406,1456,1036,1226,238,1062,180,1110,897,1674,952,233,77,1.685
Combat Service Support,Army National Guard,Female,1293,1353,943,1135,233,1009,170,1046,864,1582,823,203,63,1.592
Combat Service Support,Army National Guard,Female,1373,1438,960,1217,238,1070,183,1060,896,1680,919,230,76.1,1.698
Combat Service Support,Army National Guard,Female,1368,1419,875,1184,237,1090,177,1029,879,1696,886,210,69,1.648
Combat Support,Army National Guard,Female,1270,1339,879,1105,244,1002,177,1001,836,1610,791,196,57.3,1.575
Combat Service Support,Army National Guard,Female,1331,1376,935,1153,240,998,177,1011,859,1583,794,182,61.7,1.602
Combat Service Support,Army National Guard,Female,1380,1443,886,1193,268,1097,195,1016,863,1718,822,194,66.3,1.669
Combat Service Support,Army National Guard,Female,1326,1396,1018,1153,246,1094,183,1104,891,1637,996,263,85,1.637
Combat Service Support,Army National Guard,Female,1373,1432,929,1221,258,1052,189,1001,863,1708,798,177,60.1,1.69
Combat Service Support,Army National Guard,Female,1373,1426,935,1165,227,1039,176,998,890,1680,795,183,65.5,1.664
Combat Support,Army National Guard,Female,1399,1482,932,1216,257,1139,192,1036,890,1746,940,222,71.6,1.71
Combat Service Support,Army National Guard,Female,1312,1363,906,1163,251,1074,175,992,806,1654,716,175,61.1,1.596
Combat Support,Army National Guard,Female,1361,1430,1150,1180,258,1100,187,1100,876,1730,1164,295,100,1.656
Combat Support,Army National Guard,Female,1316,1360,991,1112,239,1013,176,1093,839,1691,870,192,79.1,1.586
Combat Support,Army National Guard,Female,1353,1403,1000,1156,245,1088,175,1053,888,1640,886,205,67.6,1.653
Combat Support,Army National Guard,Female,1358,1405,1045,1172,233,1045,170,1029,903,1598,831,206,74,1.661
Combat Support,Army National Guard,Female,1210,1270,862,1080,233,949,171,937,803,1519,749,212,50.1,1.495
