Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Support,Regular Army,Male,1304,1360,907,1173,244,1052,176,1025,864,1677,779,182,56.8,1.606
Combat Service Support,Regular Army,Male,1540,1603,1241,1361,265,1211,197,1298,1013,1869,1149,303,117.4,1.861
Combat Service Support,Regular Army,Male,1422,1525,1092,1292,266,1153,194,1204,897,1849,992,267,86.3,1.761
Combat Support,Regular Army,Male,1435,1528,1178,1305,284,1193,200,1283,913,1874,989,257,97,1.754
Combat Support,Regular Army,Male,1416,1493,1031,1285,254,1120,184,1118,916,1774,933,235,77.9,1.741
Combat Support,Regular Army,Male,1348,1424,872,1206,251,1054,180,1026,878,1684,744,175,55.6,1.657
Combat Support,Regular Army,Male,1340,1437,884,1216,257,1080,184,1081,873,1777,714,171,53.3,1.66
Combat Support,Regular Army,Male,1379,1438,1121,1223,258,1076,183,1128,923,1616,1147,319,93.3,1.678
Combat Service Support,Regular Army,Male,1435,1517,1063,1293,275,1131,202,1110,908,1807,976,264,86.6,1.735
Combat Support,Regular Army,Male,1454,1523,1242,1295,288,1132,200,1283,923,1867,1077,296,109.6,1.75
Combat Support,Regular Army,Male,1377,1463,949,1240,263,1068,190,1108,908,1775,835,206,67.6,1.701
Combat Service Support,Regular Army,Male,1423,1516,953,1307,267,1115,201,1133,927,1823,797,198,71.8,1.742
Combat Service Support,Regular Army,Male,1507,1585,1106,1334,284,1209,199,1223,950,1879,969,248,91.6,1.818
Combat Service Support,Regular Army,Male,1464,1538,1094,1325,276,1145,205,1239,942,1898,918,222,87.1,1.785
Combat Service Support,Regular Army,Male,1346,1441,954,1217,266,1095,188,1109,853,1766,776,198,70.1,1.666
Combat Service Support,Regular Army,Male,1469,1547,1242,1329,273,1145,192,1298,937,1850,1124,319,111.5,1.781
Combat Service Support,Regular Army,Male,1506,1590,1166,1349,274,1222,194,1259,943,1891,1146,286,108.4,1.802
Combat Service Support,Regular Army,Male,1320,1410,904,1182,257,1071,184,1110,889,1770,797,200,63.7,1.669
Combat Support,Regular Army,Male,1530,1590,1071,1368,298,1216,210,1128,976,1911,1032,253,96.4,1.837
Combat Service Support,Regular Army,Male,1553,1639,1182,1401,276,1236,204,1275,965,1997,1005,261,105.4,1.881
Combat Support,Regular Army,Male,1453,1555,1052,1308,274,1138,189,1192,955,1852,921,222,88.7,1.782
Combat Service Support,Regular Army,Male,1592,1660,1162,1437,294,1228,220,1261,961,2035,1132,296,114.5,1.9
Combat Support,Regular Army,Male,1437,1502,1069,1285,271,1111,190,1162,954,1793,988,251,89,1.755
Combat Service Support,Regular Army,Male,1419,1480,957,1277,266,1110,194,1074,937,1718,797,209,68.8,1.73
Combat Service Support,Regular Army,Male,1349,1410,1020,1217,248,1069,195,1141,843,1766,897,232,71,1.624
Combat Service Support,Regular Army,Male,1442,1532,1198,1304,259,1154,187,1232,920,1875,1145,315,102.1,1.755
Combat Support,Regular Army,Male,1384,1463,1079,1243,263,1128,190,1097,880,1755,1003,264,78.4,1.703
Combat Support,Regular Army,Male,1456,1531,1172,1325,272,1158,195,1233,912,1832,1175,312,110.5,1.762
Combat Support,Regular Army,Male,1426,1488,1008,1260,251,1148,200,1128,910,1806,987,246,81.9,1.72
Combat Support,Regular Army,Male,1408,1478,1168,1268,255,1131,180,1184,895,1781,1043,271,87.1,1.711
Combat Service Support,Regular Army,Male,1584,1652,1027,1454,297,1220,225,1181,993,2022,842,213,86.9,1.927
Combat Service Support,Regular Army,Male,1450,1528,1068,1326,277,1110,199,1129,943,1831,915,243,77.5,1.784
Combat Service Support,Regular Army,Male,1520,1591,1139,1346,277,1189,187,1253,1000,1828,1076,273,109.8,1.835
Combat Service Support,Regular Army,Male,1490,1575,1076,1339,288,1146,198,1200,977,1907,968,244,96.5,1.823
Combat Service Support,Regular Army,Male,1329,1398,1045,1195,253,1064,181,1132,863,1739,822,206,67.4,1.64
Combat Service Support,Regular Army,Male,1406,1475,1231,1257,264,1137,196,1228,898,1844,1108,284,102.6,1.704
Combat Service Support,Regular Army,Male,1408,1502,913,1272,268,1117,193,1095,867,1852,719,172,60.1,1.73
Combat Service Support,Regular Army,Male,1340,1430,960,1213,263,1090,190,1112,896,1746,869,216,67.6,1.656
Combat Support,Regular Army,Male,1350,1442,1043,1229,272,1056,195,1220,880,1778,931,245,86.7,1.668
Combat Service Support,Regular Army,Male,1334,1412,1089,1198,252,1078,180,1175,898,1712,939,242,82.6,1.635
Combat Service Support,Regular Army,Male,1537,1616,1019,1396,295,1206,209,1191,957,1960,884,219,86.2,1.861
Combat Support,Regular Army,Male,1348,1430,1097,1195,266,1067,186,1167,900,1729,912,237,82.1,1.667
Combat Service Support,Regular Army,Male,1454,1535,963,1323,263,1171,185,1132,937,1794,812,205,67.5,1.76
Combat Support,Regular Army,Male,1426,1504,1074,1287,266,1131,184,1208,941,1789,957,245,86,1.752
Combat Support,Regular Army,Male,1516,1635,1069,1388,294,1213,204,1265,1011,1928,1008,247,95.4,1.886
Combat Support,Regular Army,Male,1424,1499,1168,1260,270,1187,200,1172,894,1801,1121,304,97,1.729
Combat Support,Regular Army,Male,1477,1557,1087,1333,270,1166,193,1208,939,1811,946,239,89.5,1.79
Combat Support,Regular Army,Male,1400,1510,1173,1232,268,1118,190,1207,964,1790,1029,279,101.6,1.745
Combat Support,Regular Army,Male,1368,1453,1002,1221,244,1090,186,1123,905,1743,913,232,75.8,1.677
Combat Support,Regular Army,Male,1415,1507,1022,1283,277,1088,197,1154,893,1859,828,199,71.5,1.725
Combat Support,Regular Army,Male,1450,1530,1076,1296,284,1175,201,1155,915,1815,972,239,88.4,1.748
Combat Support,Regular Army,Male,1296,1378,820,1183,249,998,187,968,856,1673,694,171,45.9,1.61
Combat Support,Regular Army,Male,1362,1450,1030,1218,250,1071,178,1141,947,1723,872,223,75.6,1.705
Combat Support,Regular Army,Male,1516,1605,1131,1354,283,1225,200,1211,960,1896,1010,243,99.5,1.833
Combat Support,Regular Army,Male,1516,1570,1183,1342,273,1151,193,1242,983,1849,1141,285,113.8,1.82
Combat Service Support,Regular Army,Male,1461,1544,999,1305,276,1143,195,1142,945,1797,908,225,84,1.776
Combat Support,Regular Army,Male,1458,1553,1115,1338,293,1202,200,1299,927,1872,1091,305,111.4,1.791
Combat Support,Regular Army,Male,1648,1718,1072,1477,306,1306,221,1209,985,2073,948,240,90.2,1.97
Combat Support,Regular Army,Male,1492,1575,1063,1317,284,1192,207,1210,928,1929,944,237,92.4,1.814
Combat Support,Regular Army,Male,1472,1549,1099,1309,281,1180,194,1162,939,1856,1012,235,86,1.782
Combat Support,Regular Army,Male,1427,1499,1043,1259,267,1117,197,1148,911,1800,893,220,84.2,1.717
Combat Support,Regular Army,Male,1537,1627,1113,1373,288,1198,210,1227,990,1920,992,256,93.9,1.86
Combat Support,Regular Army,Male,1433,1510,1121,1272,267,1185,190,1214,945,1796,939,237,92.1,1.763
Combat Service Support,Regular Army,Male,1302,1397,1015,1192,251,1063,175,1103,889,1693,912,222,72.4,1.624
Combat Service Support,Regular Army,Male,1412,1500,1011,1257,258,1129,183,1130,920,1774,942,238,88.6,1.723
Combat Service Support,Regular Army,Male,1348,1436,1058,1207,243,1050,177,1163,926,1708,848,221,75.3,1.674
Combat Service Support,Regular Army,Male,1437,1523,1034,1315,294,1163,206,1153,886,1856,877,233,85.7,1.744
Combat Service Support,Regular Army,Male,1444,1538,1138,1292,277,1164,197,1230,879,1907,1086,307,98,1.748
Combat Service Support,Regular Army,Male,1486,1562,937,1323,273,1209,204,1061,932,1862,902,225,74.4,1.805
Combat Service Support,Regular Army,Male,1466,1537,953,1319,265,1159,197,1104,908,1826,826,197,68,1.775
Combat Service Support,Regular Army,Male,1401,1470,976,1272,273,1068,197,1080,911,1785,815,210,67.7,1.73
Combat Service Support,Regular Army,Male,1435,1519,1008,1278,262,1180,178,1118,898,1789,919,225,73.5,1.74
Combat Service Support,Regular Army,Male,1418,1516,893,1287,264,1170,199,1081,881,1876,766,196,64.9,1.752
Combat Service Support,Regular Army,Male,1379,1452,1024,1243,251,1118,174,1094,869,1693,978,257,76.6,1.673
Combat Service Support,Regular Army,Male,1518,1591,1029,1383,279,1199,208,1194,932,1936,892,226,86,1.85
Combat Service Support,Regular Army,Male,1483,1573,1066,1360,285,1242,200,1168,860,1942,904,202,80.9,1.802
Combat Service Support,Regular Army,Male,1380,1485,1011,1257,255,1067,184,1142,952,1749,952,235,80.1,1.727
Combat Service Support,Regular Army,Male,1386,1477,988,1269,264,1145,194,1097,887,1773,911,227,77.3,1.717
Combat Service Support,Regular Army,Male,1374,1442,1068,1260,283,1140,197,1276,846,1836,903,225,88,1.672
Combat Arms,Regular Army,Male,1532,1605,1065,1367,266,1197,197,1184,972,1899,904,228,90.5,1.85
Combat Arms,Regular Army,Male,1617,1681,962,1470,280,1304,197,1097,992,1932,908,222,86.6,1.958
Combat Arms,Regular Army,Male,1406,1466,1094,1273,271,1103,189,1205,896,1747,958,241,84.5,1.708
Combat Service Support,Regular Army,Male,1588,1670,1228,1448,293,1223,212,1341,1015,1967,1104,283,120.3,1.923
Combat Service Support,Regular Army,Male,1360,1443,979,1253,250,1079,184,1136,929,1747,891,229,76.9,1.684
Combat Service Support,Regular Army,Male,1461,1535,1094,1311,269,1200,187,1231,906,1821,1106,273,99.5,1.762
Combat Service Support,Regular Army,Male,1549,1625,1201,1384,288,1267,203,1199,976,1884,1120,288,105.4,1.869
Combat Service Support,Regular Army,Male,1450,1531,1054,1285,279,1156,197,1174,923,1834,995,247,87.2,1.768
Combat Service Support,Regular Army,Male,1366,1431,1080,1229,263,1125,174,1127,864,1712,922,237,75,1.668
Combat Support,Regular Army,Male,1348,1430,1123,1193,253,1125,186,1180,894,1719,1060,261,86.5,1.658
Combat Service Support,Regular Army,Male,1518,1589,1106,1346,275,1243,198,1137,928,1923,1045,260,96.2,1.823
Combat Service Support,Regular Army,Male,1561,1613,937,1381,279,1181,194,1066,962,1842,823,197,72.7,1.856
Combat Support,Regular Army,Male,1484,1570,962,1329,292,1204,199,1100,925,1847,884,226,78.5,1.792
Combat Service Support,Regular Army,Male,1399,1482,992,1266,266,1143,188,1119,873,1815,865,212,75.2,1.709
Combat Service Support,Regular Army,Male,1461,1550,998,1323,269,1136,204,1146,897,1929,817,204,74.4,1.775
Combat Arms,Regular Army,Male,1430,1501,1056,1294,268,1090,181,1185,901,1684,952,227,81.8,1.712
Combat Service Support,Regular Army,Male,1453,1528,1131,1330,264,1165,190,1225,920,1815,958,224,87.3,1.769
Combat Service Support,Regular Army,Male,1355,1423,969,1220,254,1092,194,1117,855,1794,747,194,69.7,1.651
Combat Service Support,Regular Army,Male,1449,1528,1000,1313,281,1125,195,1145,946,1808,884,223,82.4,1.77
Combat Support,Regular Army,Male,1603,1690,1145,1442,289,1207,214,1186,1008,2001,953,245,99.9,1.928
Combat Service Support,Regular Army,Male,1471,1535,1118,1309,268,1141,196,1221,890,1870,929,230,86.7,1.751
Combat Service Support,Regular Army,Male,1329,1388,1020,1198,257,1056,183,1057,840,1687,913,227,72.5,1.597
Combat Support,Regular Army,Male,1501,1588,953,1360,269,1155,191,1178,950,1879,852,205,72.8,1.82
Combat Service Support,Regular Army,Male,1455,1576,946,1321,275,1138,202,1112,952,1917,803,222,71.5,1.821
Combat Service Support,Regular Army,Male,1507,1592,1324,1326,275,1239,190,1277,939,1877,1251,346,127.4,1.813
Combat Service Support,Regular Army,Male,1516,1596,1088,1360,285,1196,195,1228,944,1930,977,247,96.1,1.826
Combat Service Support,Regular Army,Male,1399,1456,1200,1236,261,1127,188,1246,897,1742,1149,302,101.8,1.675
Combat Service Support,Regular Army,Male,1410,1498,1124,1268,277,1171,195,1221,902,1817,976,266,86.9,1.722
Combat Service Support,Regular Army,Male,1406,1498,1067,1260,258,1134,191,1190,895,1759,913,227,84,1.718
Combat Arms,Regular Army,Male,1410,1494,1053,1283,274,1135,197,1169,892,1836,958,241,83.4,1.726
Combat Service Support,Regular Army,Male,1425,1519,999,1282,268,1114,196,1108,934,1783,917,229,73.3,1.767
Combat Service Support,Regular Army,Male,1353,1451,987,1232,264,1105,187,1143,897,1800,930,223,73.5,1.701
Combat Service Support,Regular Army,Male,1448,1512,998,1273,272,1129,197,1133,929,1809,896,219,76.6,1.744
Combat Service Support,Regular Army,Male,1337,1448,1027,1245,298,1147,205,1195,863,1808,847,219,85.8,1.68
Combat Service Support,Regular Army,Male,1290,1347,915,1155,244,1030,176,1055,838,1620,776,192,56,1.581
Combat Service Support,Regular Army,Male,1415,1489,1043,1253,251,1086,177,1109,943,1737,917,235,75.4,1.731
Combat Arms,Regular Army,Male,1505,1577,1105,1357,271,1182,196,1228,958,1806,996,238,94.1,1.825
Combat Support,Regular Army,Male,1336,1399,1209,1221,261,1074,181,1210,872,1671,1046,263,92,1.635
Combat Service Support,Regular Army,Male,1424,1497,1098,1268,272,1129,184,1123,938,1732,989,260,90.5,1.736
Combat Service Support,Regular Army,Male,1395,1462,1156,1223,276,1151,192,1192,904,1755,1105,308,102.1,1.692
Combat Service Support,Regular Army,Male,1344,1432,933,1220,257,1063,181,1082,910,1676,785,200,65,1.665
Combat Service Support,Regular Army,Male,1556,1625,1109,1399,295,1203,204,1218,950,1902,955,223,97.7,1.856
Combat Service Support,Regular Army,Male,1578,1651,1202,1417,291,1277,205,1233,949,1983,1043,265,113,1.874
Combat Service Support,Regular Army,Male,1378,1445,1121,1221,275,1127,198,1192,911,1739,978,245,89.4,1.672
Combat Service Support,Regular Army,Male,1475,1549,990,1350,268,1182,182,1140,967,1757,803,189,76.3,1.807
Combat Service Support,Regular Army,Male,1564,1636,1256,1413,281,1303,207,1300,975,1947,1157,306,124.1,1.892
Combat Service Support,Regular Army,Male,1470,1556,1042,1319,280,1196,200,1209,926,1843,900,221,87.6,1.795
Combat Service Support,Regular Army,Male,1494,1568,925,1361,289,1174,210,1150,862,2006,757,201,68.9,1.798
Combat Support,Regular Army,Male,1422,1489,929,1279,252,1149,184,1083,918,1771,810,198,73.6,1.721
Combat Support,Regular Army,Male,1375,1465,1026,1250,270,1095,191,1158,913,1765,809,205,75.9,1.687
Combat Service Support,Regular Army,Male,1410,1505,996,1304,256,1098,190,1104,925,1789,788,198,70.2,1.745
Combat Support,Regular Army,Male,1488,1600,1146,1339,283,1192,193,1178,946,1871,1067,279,101.8,1.836
Combat Arms,Regular Army,Male,1447,1516,1071,1276,290,1182,203,1180,933,1860,999,248,88.7,1.751
Combat Arms,Regular Army,Male,1531,1627,1219,1354,298,1251,221,1327,943,2033,1196,307,126.6,1.856
Combat Arms,Regular Army,Male,1414,1492,1099,1285,264,1085,197,1179,913,1752,952,248,84.2,1.702
Combat Arms,Regular Army,Male,1379,1477,998,1240,253,1071,187,1135,937,1690,799,193,69.9,1.717
Combat Support,Regular Army,Male,1427,1518,957,1300,279,1112,199,1135,941,1818,789,185,71.3,1.759
Combat Arms,Regular Army,Male,1498,1543,1202,1302,274,1178,191,1272,940,1867,1095,275,109.9,1.789
Combat Arms,Regular Army,Male,1523,1597,1164,1354,291,1191,199,1288,954,1916,1029,261,104.2,1.838
Combat Arms,Regular Army,Male,1302,1416,922,1190,259,1072,184,1091,865,1681,772,183,63.3,1.639
Combat Arms,Regular Army,Male,1382,1440,1096,1254,269,1092,187,1147,868,1789,1017,268,92.1,1.674
Combat Arms,Regular Army,Male,1437,1512,1137,1276,258,1127,191,1249,968,1763,1023,277,95.5,1.745
Combat Arms,Regular Army,Male,1324,1426,994,1208,250,1061,187,1204,888,1777,817,200,70.9,1.662
Combat Arms,Regular Army,Male,1361,1428,1016,1215,251,1100,176,1127,893,1703,877,233,77.3,1.674
Combat Arms,Regular Army,Male,1366,1445,1005,1226,264,1117,186,1159,909,1754,926,238,78.1,1.688
Combat Arms,Regular Army,Male,1435,1505,1150,1269,278,1134,194,1210,934,1801,1149,294,101.7,1.744
Combat Support,Regular Army,Male,1448,1530,1124,1314,270,1115,194,1269,960,1746,1030,271,102.8,1.773
Combat Arms,Regular Army,Male,1494,1609,1093,1377,286,1228,214,1247,897,1984,870,214,91,1.835
Combat Arms,Regular Army,Male,1422,1507,1018,1286,272,1121,194,1169,882,1828,884,231,78.7,1.736
Combat Arms,Regular Army,Male,1352,1437,1020,1211,250,1079,186,1154,904,1725,955,244,78.1,1.668
Combat Service Support,Regular Army,Male,1486,1558,1138,1336,268,1197,188,1242,918,1852,1042,266,93.1,1.791
Combat Support,Regular Army,Male,1473,1552,1012,1335,266,1199,194,1135,940,1837,924,230,79.3,1.816
Combat Service Support,Regular Army,Male,1432,1523,1023,1304,267,1108,191,1122,940,1773,944,243,81.2,1.781
Combat Service Support,Regular Army,Male,1446,1517,911,1297,281,1137,194,1088,931,1784,759,181,62.1,1.759
Combat Service Support,Regular Army,Male,1369,1451,1037,1236,253,1085,177,1132,866,1693,897,218,75.8,1.673
Combat Support,Regular Army,Male,1411,1500,1006,1274,271,1141,196,1162,890,1855,852,219,74.5,1.734
Combat Service Support,Regular Army,Male,1360,1415,1092,1175,250,1065,174,1147,887,1682,1001,261,81.9,1.64
Combat Service Support,Regular Army,Male,1321,1432,972,1203,247,1038,176,1125,906,1710,897,231,71.4,1.663
Combat Service Support,Regular Army,Male,1335,1422,1095,1215,270,1095,201,1244,860,1803,951,235,86.5,1.646
Combat Support,Regular Army,Male,1470,1584,1233,1323,288,1263,205,1290,943,1905,1093,278,109.1,1.81
Combat Arms,Regular Army,Male,1404,1486,1033,1250,263,1144,185,1122,866,1725,931,233,78,1.701
Combat Arms,Regular Army,Male,1520,1609,1078,1355,281,1211,203,1227,963,1914,938,230,94.2,1.85
Combat Arms,Regular Army,Male,1460,1521,1071,1296,275,1092,199,1164,943,1815,884,232,83.2,1.764
Combat Support,Regular Army,Male,1543,1629,1029,1382,267,1172,200,1199,939,1961,948,231,83.8,1.863
Combat Service Support,Regular Army,Male,1443,1523,1145,1281,274,1130,194,1245,943,1908,1078,270,98.7,1.764
Combat Service Support,Regular Army,Male,1503,1584,1132,1339,294,1213,211,1200,935,1956,1034,258,95.8,1.811
Combat Arms,Regular Army,Male,1474,1549,1035,1310,293,1177,202,1176,942,1900,969,231,96.2,1.795
Combat Arms,Regular Army,Male,1285,1372,872,1148,244,1037,180,1045,834,1660,747,180,54.5,1.583
Combat Arms,Regular Army,Male,1425,1533,1003,1288,274,1204,185,1158,929,1853,878,208,77.7,1.768
Combat Arms,Regular Army,Male,1560,1643,1077,1399,281,1218,190,1221,942,1954,872,206,81.9,1.886
Combat Arms,Regular Army,Male,1362,1440,1110,1230,274,1067,186,1170,904,1709,1054,270,88.5,1.681
Combat Arms,Regular Army,Male,1380,1474,1031,1250,270,1068,185,1150,906,1744,914,228,79.1,1.698
Combat Arms,Regular Army,Male,1391,1482,1117,1222,265,1104,191,1183,888,1776,1012,268,86.8,1.708
Combat Arms,Regular Army,Male,1349,1422,1153,1199,268,1087,191,1201,839,1757,1059,264,85.4,1.642
Combat Service Support,Regular Army,Male,1447,1536,1097,1279,284,1118,186,1256,983,1831,1046,257,100.8,1.789
Combat Service Support,Regular Army,Male,1372,1446,1078,1233,244,1070,181,1166,885,1693,1042,286,80.7,1.664
Combat Service Support,Regular Army,Male,1535,1628,1142,1372,279,1258,203,1289,964,1956,1047,278,102.1,1.88
Combat Service Support,Regular Army,Male,1450,1513,1143,1270,264,1165,184,1186,916,1763,1030,273,92.2,1.74
Combat Service Support,Regular Army,Male,1399,1476,946,1239,273,1114,205,1135,852,1879,835,186,65.6,1.71
Combat Service Support,Regular Army,Male,1407,1496,1046,1284,262,1130,186,1184,925,1813,975,241,86.4,1.738
Combat Service Support,Regular Army,Male,1437,1522,1027,1288,253,1093,189,1177,953,1766,911,214,81.2,1.777
Combat Support,Regular Army,Male,1317,1393,1006,1182,267,1063,194,1102,850,1736,945,240,70.9,1.613
Combat Arms,Regular Army,Male,1342,1417,1139,1200,254,1154,170,1211,861,1690,1036,258,87,1.649
Combat Service Support,Regular Army,Male,1449,1551,976,1313,282,1168,204,1188,920,1884,780,200,78,1.786
