Engine Temperature (C),Oil Pressure (psi),Vibration Level (mm/s),Mileage Since Service (km),Brake Wear (%),Battery Voltage (V),Fuel Efficiency (km/L),Driving Condition,Vehicle Type,Service Plan,Maintenance Priority
107.6,29.6,7.85,19664,101.4,12.17,8.7,Off-road,SUV,Premium,Critical
96.7,34.8,8.13,21526,117.1,11.87,10.0,Off-road,SUV,Standard,Critical
91.7,27.1,7.11,20506,98.8,11.9,10.8,Mixed,SUV,Premium,Critical
95.5,35.7,5.07,17709,93.0,12.14,16.2,Mixed,Sedan,Basic,Urgent
102.9,42.9,8.42,26513,134.5,11.91,8.6,Off-road,Van,Standard,Critical
89.2,38.2,4.65,15426,94.1,12.29,17.1,City,Sedan,Basic,Routine
114.9,23.9,6.68,23223,121.4,12.05,10.1,Mixed,SUV,VIP,Critical
85.7,37.1,3.37,14852,82.5,11.71,9.1,Highway,Van,Basic,Monitor
89.5,42.0,6.17,20811,101.1,12.59,9.7,Mixed,SUV,Standard,Urgent
97.5,39.0,2.31,11156,49.5,12.31,11.6,Highway,SUV,Standard,Routine
93.9,32.9,5.7,21960,103.6,12.28,7.0,City,Truck,Standard,Critical
86.7,30.8,4.41,17225,90.2,12.58,15.2,City,Sedan,Standard,Monitor
90.6,27.3,5.84,16793,91.0,12.4,13.1,Mixed,Sedan,Standard,Urgent
90.5,31.4,4.9,18030,87.7,12.11,7.6,City,Truck,Standard,Critical
90.9,41.1,6.25,21560,107.6,12.56,12.9,Mixed,Sedan,Standard,Urgent
86.6,33.4,7.25,19914,92.6,12.33,5.2,City,Truck,Basic,Critical
84.6,38.3,6.54,14565,76.5,12.46,11.2,City,SUV,Standard,Monitor
92.9,28.7,7.8,24528,138.8,12.08,8.4,Off-road,Van,Premium,Critical
85.6,35.2,3.1,8893,52.7,12.5,10.0,Highway,SUV,Standard,Routine
88.8,35.9,5.26,15207,78.6,12.26,16.4,City,Sedan,Premium,Routine
81.9,33.8,3.86,11863,65.2,12.34,11.9,Highway,SUV,Basic,Routine
87.4,39.8,4.96,12402,60.6,12.32,9.4,Highway,Truck,Standard,Routine
93.7,33.6,5.48,15280,92.1,12.16,6.4,City,Truck,Standard,Critical
92.9,38.1,5.58,16597,75.8,12.16,9.0,Highway,Truck,Premium,Monitor
89.3,32.4,8.56,16951,104.1,12.27,8.3,City,Truck,Standard,Critical
101.6,39.1,5.88,14796,72.8,12.69,6.3,City,Truck,Basic,Urgent
91.2,44.7,5.85,15984,131.0,12.42,11.3,Highway,SUV,Standard,Monitor
91.5,21.0,5.81,15704,78.1,11.97,9.0,City,Truck,Basic,Critical
89.9,34.5,4.98,17036,100.9,11.91,16.5,Mixed,Sedan,Basic,Urgent
100.7,37.2,5.47,16500,133.0,12.21,14.9,City,Sedan,VIP,Urgent
92.2,34.4,7.49,16003,87.5,12.71,11.0,Mixed,SUV,Basic,Urgent
102.2,38.3,8.19,23019,118.2,11.81,14.1,Mixed,Sedan,VIP,Critical
95.9,38.1,2.02,12934,73.3,12.45,8.3,Highway,Truck,Basic,Routine
95.7,30.9,4.8,18183,98.6,12.4,14.8,Mixed,Sedan,Premium,Urgent
104.8,38.0,6.19,23196,118.9,12.37,13.4,Off-road,Sedan,Standard,Critical
102.7,31.8,4.45,23030,111.7,12.03,9.8,City,SUV,Premium,Critical
84.5,34.2,4.96,13920,76.4,12.75,15.0,Mixed,Sedan,VIP,Routine
98.3,30.1,6.3,27306,132.4,12.09,9.1,Mixed,Van,Basic,Critical
95.0,35.8,4.91,20141,107.1,12.02,12.0,Mixed,Sedan,Standard,Critical
91.8,38.5,4.96,16155,87.2,12.4,13.6,Mixed,Sedan,Standard,Monitor
93.7,30.8,4.7,17698,87.5,12.73,11.0,City,Van,Premium,Monitor
103.4,41.5,6.57,14904,77.7,12.59,10.7,City,SUV,Basic,Urgent
92.2,36.1,5.11,16346,77.2,12.4,14.6,City,Sedan,Premium,Monitor
77.1,44.2,2.84,9862,52.0,12.77,16.3,Highway,Sedan,Basic,Routine
100.6,33.7,6.69,19299,108.2,12.1,6.1,Mixed,Truck,Basic,Critical
97.7,32.3,7.04,18791,98.8,12.07,11.3,City,SUV,Premium,Critical
101.5,35.6,6.31,20724,106.0,12.41,10.9,Mixed,SUV,Standard,Critical
82.2,40.4,6.93,12236,70.1,12.58,9.5,City,Van,Premium,Monitor
97.1,28.8,8.93,22440,112.2,11.95,5.5,Off-road,Truck,VIP,Critical
102.0,36.0,3.59,18601,97.5,12.01,11.5,Mixed,SUV,VIP,Urgent
99.2,35.0,5.75,24045,115.1,12.01,8.6,Mixed,Truck,Basic,Critical
83.0,36.5,4.55,12636,77.7,12.4,16.3,Mixed,Sedan,Premium,Routine
84.7,36.3,5.82,11619,65.3,12.57,11.2,Highway,SUV,Standard,Routine
90.6,40.0,3.31,11561,52.9,12.66,11.0,Highway,SUV,Standard,Routine
94.1,33.8,6.17,20166,98.5,12.13,12.9,Mixed,Sedan,Basic,Critical
92.6,34.8,4.22,19095,92.6,12.24,16.1,Mixed,Sedan,Premium,Monitor
99.0,38.4,6.09,18196,98.1,12.27,6.2,City,Truck,Standard,Critical
98.2,37.6,7.54,17857,103.5,12.24,9.3,City,SUV,Basic,Critical
99.7,31.9,4.04,14980,86.0,12.48,14.0,Mixed,Sedan,Premium,Monitor
92.9,26.8,8.77,27283,134.4,12.41,13.4,Off-road,Sedan,VIP,Critical
102.3,22.4,4.92,14452,77.2,12.76,10.8,City,Van,Premium,Monitor
106.8,23.6,6.84,18096,128.1,12.6,6.0,Mixed,Truck,Standard,Critical
95.3,37.7,4.28,9688,53.6,12.73,17.8,Highway,Sedan,Premium,Routine
83.3,44.0,3.84,16510,84.0,12.55,15.7,City,Sedan,Standard,Routine
94.3,29.8,6.72,15345,87.0,12.22,10.6,City,SUV,Basic,Critical
97.7,38.4,3.94,9623,54.4,12.75,11.6,City,SUV,Standard,Routine
108.3,31.4,6.46,25828,124.0,12.12,13.8,Off-road,Sedan,Basic,Critical
98.3,41.2,6.37,15718,90.7,12.02,13.7,Mixed,Sedan,Standard,Urgent
88.9,45.4,2.61,8622,53.2,12.12,16.7,Highway,Sedan,Basic,Routine
87.7,38.6,7.85,17223,87.6,12.66,6.5,City,Truck,Basic,Critical
92.0,33.7,4.48,14912,69.2,12.21,14.0,City,Sedan,Standard,Routine
97.0,40.1,6.49,17786,95.3,12.07,8.1,Off-road,Truck,Basic,Critical
90.7,36.6,3.07,7926,59.7,12.13,16.9,Highway,Sedan,VIP,Routine
89.8,30.9,5.5,11614,59.3,12.24,10.9,City,SUV,VIP,Monitor
100.9,37.9,4.07,16638,79.3,12.38,15.5,City,Sedan,Premium,Routine
100.2,30.1,5.13,12285,68.9,12.06,9.6,City,Van,Basic,Urgent
95.1,34.0,8.01,21508,116.8,11.88,5.8,Mixed,Truck,Basic,Critical
115.2,37.8,8.18,26530,142.2,11.89,6.0,Off-road,Truck,Standard,Critical
94.7,29.8,5.92,55534,104.9,12.5,11.0,Off-road,SUV,VIP,Critical
93.7,28.5,5.25,9042,61.4,12.11,15.4,City,Sedan,Standard,Monitor
90.5,46.2,4.2,10958,45.2,12.71,8.2,Highway,Truck,Premium,Routine
81.1,45.0,2.79,12942,65.7,12.36,11.1,Highway,SUV,Basic,Routine
102.5,32.0,6.37,16834,89.7,12.08,13.7,Off-road,Sedan,Basic,Critical
85.0,41.1,2.17,12279,63.7,8.63,13.3,Highway,SUV,Basic,Urgent
102.3,44.1,4.65,16030,109.8,11.81,16.3,City,Sedan,Basic,Monitor
84.3,43.2,2.11,10133,48.5,12.5,15.0,Highway,SUV,Basic,Routine
97.1,41.3,5.63,19864,101.1,12.22,10.2,City,SUV,Premium,Urgent
107.5,41.8,4.39,17927,101.7,12.5,9.9,Mixed,Van,Basic,Critical
91.2,30.1,4.38,15433,84.8,12.14,10.4,Mixed,SUV,Premium,Urgent
88.6,39.0,4.33,51553,99.7,12.31,13.6,City,Sedan,Basic,Critical
89.2,38.1,5.75,23589,121.5,11.92,13.2,Mixed,Sedan,Standard,Critical
97.7,36.1,4.7,15430,74.5,12.5,14.5,City,Sedan,VIP,Routine
103.1,28.2,7.13,27057,133.1,12.0,14.8,Off-road,Sedan,Premium,Critical
90.7,33.2,7.06,23281,118.8,12.08,7.9,Off-road,SUV,Standard,Critical
95.2,38.3,4.86,14612,85.4,12.35,14.8,City,Sedan,Basic,Monitor
102.2,42.0,5.46,21904,112.1,12.29,7.9,City,Truck,Basic,Critical
84.9,34.2,3.13,13683,69.9,12.22,13.0,Highway,Sedan,Basic,Routine
86.0,42.3,6.08,16293,97.8,11.98,10.7,City,SUV,Standard,Urgent
100.5,30.6,5.47,17845,104.5,12.07,8.2,City,Truck,Premium,Critical
88.6,27.2,5.98,15151,69.6,12.42,11.9,City,SUV,Standard,Urgent
85.9,36.7,5.18,14499,80.8,12.23,10.4,City,SUV,Basic,Urgent
91.1,29.3,6.18,13001,71.1,12.11,10.4,City,Van,Premium,Urgent
104.6,31.2,5.12,18987,96.3,12.61,10.1,Mixed,SUV,Standard,Critical
97.1,35.1,4.03,13893,85.7,12.16,11.8,City,SUV,Premium,Monitor
90.4,13.5,4.01,13920,77.4,12.38,9.3,City,Van,Standard,Urgent
103.8,38.1,7.73,18110,98.9,12.23,10.3,Mixed,SUV,Premium,Critical
100.8,38.4,7.5,19759,100.8,12.36,13.0,Mixed,Sedan,Basic,Critical
99.3,33.9,3.43,19126,111.3,12.14,11.8,City,Sedan,Standard,Urgent
93.8,47.3,2.85,13518,71.6,12.42,15.8,Highway,Sedan,Standard,Routine
85.0,41.3,4.2,9299,125.5,12.6,9.3,Highway,Truck,Premium,Routine
93.0,40.6,4.44,12127,71.7,12.45,17.2,Highway,Sedan,Standard,Routine
96.6,37.1,7.15,19744,102.7,12.4,14.1,Mixed,Sedan,Basic,Critical
85.3,31.6,5.23,12066,71.4,12.39,15.8,City,Sedan,Premium,Routine
99.1,26.3,7.57,25485,134.0,12.19,13.2,Off-road,Sedan,Standard,Critical
95.5,37.5,5.37,18797,90.7,12.38,10.2,Mixed,Van,Standard,Urgent
88.6,40.4,5.1,9172,49.7,12.76,11.0,Highway,Van,VIP,Routine
82.8,38.2,3.58,9107,50.3,12.25,17.5,Highway,Sedan,Premium,Routine
99.9,43.8,6.94,17705,96.9,12.02,10.4,City,SUV,Basic,Critical
109.0,40.5,6.15,25304,126.7,12.31,7.6,City,Truck,Standard,Critical
105.4,36.0,6.21,14534,83.5,11.89,7.9,City,SUV,Basic,Critical
90.2,28.0,6.55,23157,118.0,12.21,14.7,Off-road,Sedan,Basic,Critical
99.2,40.7,5.91,13063,77.1,12.44,10.0,City,Van,Standard,Monitor
104.5,32.1,7.44,23525,122.8,12.47,14.8,Off-road,Sedan,VIP,Critical
95.2,35.7,4.89,18688,95.3,12.09,10.0,City,SUV,Standard,Urgent
88.4,39.5,5.14,17240,94.1,12.1,10.2,Mixed,SUV,VIP,Urgent
99.1,39.1,7.85,21827,108.6,11.85,6.6,Off-road,Truck,Basic,Critical
100.2,43.5,7.45,18506,104.1,12.05,7.2,Mixed,Truck,Standard,Critical
93.0,23.7,7.16,21730,121.8,12.7,9.4,Off-road,SUV,Standard,Critical
91.4,31.6,4.44,23082,119.8,12.44,14.9,Mixed,Sedan,Standard,Urgent
89.4,35.9,5.75,23933,119.6,11.88,7.9,Mixed,SUV,Standard,Critical
91.9,30.0,5.86,17120,84.1,12.06,8.8,City,Van,Basic,Critical
92.0,46.0,4.39,7208,43.3,12.59,9.7,Highway,Truck,Premium,Routine
92.3,34.5,5.51,18070,99.0,12.03,9.0,Mixed,Van,Standard,Critical
81.3,36.2,3.93,11476,55.5,12.4,16.8,Highway,Sedan,Premium,Routine
102.1,35.4,7.44,23630,126.0,12.14,8.9,Mixed,Van,Basic,Critical
87.7,43.5,3.11,11843,52.9,12.15,15.7,Highway,Sedan,Standard,Routine
97.0,38.1,4.41,13524,66.2,12.4,15.8,City,Sedan,Premium,Routine
107.0,28.3,6.65,22531,98.2,12.33,13.2,Off-road,Sedan,Premium,Critical
113.1,30.6,6.61,22755,128.7,12.15,6.6,Mixed,Truck,Basic,Critical
96.3,31.2,7.38,12036,63.9,12.51,8.9,City,Van,Premium,Urgent
84.3,27.9,5.91,15353,80.6,12.58,9.0,City,Van,Standard,Urgent
94.7,33.3,5.08,15565,85.0,12.69,9.8,City,SUV,Standard,Urgent
92.3,36.0,4.84,22244,108.7,12.31,11.0,City,SUV,Basic,Critical
96.8,24.4,6.59,24406,120.7,12.28,12.8,Off-road,Sedan,Premium,Critical
97.1,35.0,8.96,19485,103.1,12.43,7.1,Off-road,Truck,Standard,Critical
89.1,31.6,5.92,17875,96.5,12.86,8.3,City,Truck,Premium,Urgent
92.1,35.3,8.53,20988,103.7,11.82,9.5,Off-road,SUV,Basic,Critical
95.0,23.9,6.59,9002,65.2,11.82,10.0,Mixed,SUV,Basic,Critical
97.8,32.9,4.56,16877,88.8,12.36,14.7,City,Sedan,Basic,Urgent
90.9,36.1,5.24,13589,68.1,8.61,16.2,Mixed,Sedan,Standard,Critical
99.5,29.3,7.46,18638,80.8,12.54,6.9,City,Truck,Standard,Critical
164.9,33.0,6.01,22773,121.2,12.41,10.7,Mixed,SUV,Premium,Critical
102.3,35.6,6.83,18215,92.1,12.44,8.7,Mixed,Van,Standard,Critical
116.2,32.2,6.22,26219,146.9,11.63,15.4,Mixed,Sedan,VIP,Critical
91.7,12.6,5.32,14088,84.7,12.12,15.9,Highway,Sedan,Basic,Urgent
94.0,40.4,7.41,13579,79.1,12.23,11.0,City,SUV,VIP,Monitor
84.5,44.2,3.09,10783,129.0,11.95,15.5,Highway,Sedan,Standard,Routine
94.3,39.2,7.51,19309,101.2,12.37,10.4,Mixed,SUV,Basic,Critical
80.1,37.7,2.5,7754,41.4,12.67,3.3,Highway,Van,Premium,Routine
103.9,38.4,6.54,17309,96.9,12.52,8.8,City,Van,Premium,Urgent
90.5,39.2,6.86,16136,84.7,12.35,13.1,City,Sedan,VIP,Monitor
98.5,39.4,5.29,19772,89.5,11.97,12.6,Mixed,Sedan,Basic,Urgent
100.2,31.0,8.5,25403,125.6,11.98,8.9,Off-road,SUV,Basic,Critical
94.4,24.9,4.42,9460,47.8,12.79,7.8,Highway,Truck,VIP,Routine
104.6,38.5,5.84,14750,82.1,12.45,9.2,City,Van,Premium,Urgent
97.2,31.0,6.63,16854,93.4,12.21,9.8,City,Van,Standard,Critical
86.0,48.2,4.48,18637,98.1,12.35,9.5,Highway,Truck,Basic,Monitor
97.6,39.7,5.58,15869,78.1,12.44,12.6,City,SUV,Standard,Monitor
110.9,31.7,6.74,22147,108.0,12.46,5.4,Off-road,Truck,VIP,Critical
88.3,44.1,6.75,13904,70.6,12.47,9.8,City,Van,Premium,Monitor
88.0,38.0,5.28,11824,69.5,12.58,12.3,Highway,SUV,Standard,Routine
89.3,29.3,3.72,12596,74.2,12.33,13.2,Highway,SUV,Basic,Routine
81.8,46.7,4.49,11849,68.8,12.62,8.4,Highway,Truck,Standard,Routine
93.8,35.4,5.2,10864,70.8,12.49,14.5,City,Sedan,Standard,Routine
98.0,25.3,8.88,24196,137.4,11.63,9.1,Off-road,SUV,Standard,Critical
104.0,31.9,6.33,23418,116.4,12.07,12.0,Off-road,Sedan,Basic,Critical
88.0,40.3,5.25,11277,66.5,12.24,7.0,City,Truck,VIP,Monitor
85.4,38.5,4.13,11814,67.0,12.44,15.8,City,Sedan,VIP,Routine
102.9,29.7,6.07,19227,95.5,12.4,11.6,Mixed,SUV,Premium,Critical
82.0,39.7,4.45,11437,66.0,12.78,10.7,Highway,Van,VIP,Routine
92.4,35.9,5.27,16188,83.1,12.68,6.1,Mixed,Truck,Basic,Urgent
78.3,32.9,5.29,7960,56.2,12.56,15.3,Highway,Sedan,Premium,Routine
100.7,31.8,4.55,20878,98.0,12.11,13.7,City,Sedan,Standard,Urgent
97.7,33.3,8.58,25055,123.9,12.07,7.8,Off-road,Van,Premium,Critical
100.1,34.5,6.02,11532,72.7,11.76,8.9,Mixed,Van,Basic,Critical
93.4,39.3,5.63,8159,61.3,12.23,12.7,Highway,SUV,Premium,Routine
89.0,41.8,4.31,11328,50.0,12.33,16.0,Highway,Sedan,Premium,Routine
96.6,38.6,4.11,16715,84.7,12.3,12.9,Highway,SUV,Premium,Routine
90.2,30.0,5.54,17431,86.7,12.49,3.0,Mixed,Sedan,Standard,Critical
97.0,33.8,6.72,14164,84.7,12.06,10.6,City,SUV,Standard,Urgent
93.1,33.7,6.12,17117,98.6,12.01,10.8,Mixed,SUV,Standard,Critical
81.4,35.8,3.56,16270,82.1,12.48,11.4,Highway,SUV,Standard,Routine
89.8,35.0,5.81,10992,75.9,12.1,11.7,City,SUV,VIP,Monitor
95.6,26.7,5.03,20311,99.7,12.31,14.4,City,Sedan,Basic,Critical
89.0,36.6,6.37,11437,83.4,12.15,14.9,City,Sedan,Premium,Monitor
94.3,30.2,6.89,21088,98.6,11.89,14.5,Mixed,Sedan,Premium,Critical
86.3,34.4,18.59,17802,92.0,12.37,15.4,Mixed,Sedan,Basic,Critical
95.2,36.9,4.26,11169,61.2,12.47,13.9,Highway,SUV,Standard,Routine
96.3,33.2,5.61,16879,93.0,12.14,3.9,City,SUV,Basic,Critical
99.6,31.9,8.52,23951,138.2,12.11,9.2,Off-road,SUV,Standard,Critical
76.7,28.7,4.16,9325,60.9,12.29,11.6,Highway,SUV,Basic,Routine
97.0,21.1,8.74,23262,119.8,12.27,7.0,Off-road,Truck,Basic,Critical
110.1,32.0,5.29,23532,114.3,12.15,15.2,Mixed,Sedan,Basic,Critical
91.5,38.9,4.26,16117,83.6,12.28,11.3,City,SUV,Basic,Monitor
98.5,34.2,5.94,12494,68.2,12.18,8.8,City,Van,Standard,Urgent
97.6,36.9,4.45,18796,89.4,12.06,11.7,City,SUV,Standard,Urgent
98.2,30.4,5.57,19564,101.1,12.18,11.3,Mixed,SUV,Basic,Critical
96.2,33.9,5.87,16192,87.0,12.35,9.3,Mixed,SUV,Standard,Critical
102.1,32.9,8.39,20036,106.8,11.75,10.5,Mixed,SUV,Standard,Critical
94.4,34.2,4.66,18066,89.2,12.27,16.1,City,Sedan,Premium,Monitor
95.4,40.2,6.46,18369,101.5,12.59,10.2,Mixed,SUV,Standard,Urgent
96.4,29.5,7.5,25555,131.7,12.69,7.7,Off-road,SUV,Standard,Critical
87.8,41.4,3.55,9823,58.8,12.11,15.0,Highway,Sedan,Standard,Routine
94.4,26.0,5.38,23863,115.7,12.04,15.0,Mixed,Sedan,Premium,Critical
84.3,29.5,7.48,19609,100.9,12.45,5.9,Off-road,Truck,Basic,Critical
74.9,35.3,2.51,6574,41.4,12.88,11.9,Highway,Van,Basic,Routine
92.2,29.0,5.05,18716,85.4,12.52,9.9,Mixed,SUV,Standard,Urgent
82.6,31.1,4.14,12684,70.4,12.32,15.1,City,Sedan,Standard,Routine
110.4,35.6,8.47,25532,132.8,12.02,5.7,Off-road,Truck,Premium,Critical
95.2,38.5,4.67,18478,85.2,12.24,8.7,Mixed,Van,Standard,Urgent
90.2,41.0,5.05,17214,88.0,12.65,9.2,Highway,Van,Standard,Monitor
104.4,35.1,6.39,17467,97.5,12.58,11.2,City,SUV,Standard,Urgent
107.5,24.8,6.86,24320,130.1,12.42,5.9,Off-road,Truck,Standard,Critical
90.9,30.4,6.15,19372,88.8,12.32,9.6,Mixed,SUV,Basic,Critical
88.4,38.8,4.99,18819,100.4,12.42,10.7,Mixed,SUV,Premium,Monitor
102.7,22.7,7.13,17925,102.4,12.18,7.7,Mixed,Van,VIP,Critical
89.2,32.1,4.94,16912,84.3,12.2,8.9,Highway,Truck,Standard,Urgent
96.9,35.3,6.5,15823,98.3,12.53,14.8,Mixed,Sedan,VIP,Urgent
86.9,36.2,6.55,23604,121.7,12.67,13.6,Off-road,Sedan,Premium,Critical
105.3,33.4,8.15,21618,119.9,12.2,8.9,Off-road,Van,Standard,Critical
93.1,32.5,5.38,19115,101.0,12.31,10.2,City,SUV,Standard,Critical
83.9,23.9,7.29,20979,102.0,12.34,8.6,City,Van,Premium,Critical
80.4,37.1,4.15,9328,55.5,12.23,10.6,Highway,SUV,Standard,Routine
86.6,35.1,5.52,13568,76.0,12.39,8.7,City,Van,Basic,Monitor
105.8,39.1,3.97,22317,110.9,11.87,15.2,Mixed,Sedan,Standard,Critical
98.9,34.5,5.87,20360,100.1,11.92,16.6,City,Sedan,Standard,Urgent
84.0,37.9,4.32,19375,87.8,11.99,14.7,City,Sedan,Standard,Monitor
97.8,39.5,6.31,15979,84.6,12.61,8.6,City,Van,VIP,Monitor
98.6,34.3,6.21,17462,95.8,11.99,13.0,Off-road,Sedan,Standard,Critical
101.3,31.2,6.67,20127,123.8,12.23,14.3,Off-road,Sedan,VIP,Critical
90.2,38.4,5.61,10049,61.6,12.44,13.0,Highway,SUV,VIP,Routine
100.1,46.2,5.26,18539,85.1,12.71,7.8,City,Van,Standard,Monitor
95.8,41.1,7.0,13858,79.0,9.92,4.8,City,Van,Standard,Critical
102.7,27.4,4.75,18683,100.1,12.09,16.2,Mixed,Sedan,VIP,Urgent
86.9,34.5,3.79,15065,70.8,12.51,8.4,Highway,Truck,Basic,Monitor
93.0,31.5,5.66,20385,94.3,12.18,12.0,City,SUV,Basic,Urgent
88.8,32.1,5.06,20385,107.7,12.23,9.2,City,Van,Basic,Critical
100.3,35.9,7.65,8048,56.6,12.59,10.1,City,SUV,Standard,Monitor
100.0,37.7,6.23,15010,79.6,11.71,9.6,City,SUV,VIP,Urgent
103.1,41.0,6.25,21502,112.7,12.53,11.0,City,SUV,Basic,Critical
97.4,28.7,4.49,9378,52.0,12.56,9.3,Highway,Van,Standard,Monitor
91.9,36.4,5.72,17987,91.6,12.27,11.5,Mixed,SUV,Premium,Urgent
96.1,37.1,5.96,15520,77.1,12.28,9.4,Mixed,SUV,Basic,Critical
88.7,26.4,6.49,21186,110.7,12.63,14.9,Mixed,Sedan,Standard,Critical
90.8,45.5,3.53,14116,75.5,12.55,10.7,Highway,SUV,Standard,Routine
98.9,43.8,21.76,16037,80.2,12.4,14.5,City,Sedan,Basic,Critical
94.4,22.8,7.41,20021,104.4,12.05,9.8,Mixed,SUV,Standard,Critical
99.6,35.3,6.24,15258,76.0,12.22,10.8,City,SUV,Standard,Urgent
93.7,37.0,4.43,18056,96.1,12.37,9.0,City,Van,Premium,Urgent
94.9,27.8,6.93,17688,89.9,12.06,5.9,City,Truck,Basic,Critical
104.5,31.2,8.41,22608,114.2,12.2,6.1,Off-road,Truck,Standard,Critical
104.6,27.7,7.99,20419,117.2,12.04,13.9,Off-road,Sedan,Basic,Critical
98.2,39.9,2.45,9201,54.1,12.38,11.5,Highway,SUV,Standard,Routine
95.3,33.7,5.2,18785,97.6,12.21,8.5,City,Van,Standard,Critical
89.9,34.6,7.12,28132,140.6,12.14,12.8,Off-road,Sedan,Standard,Critical
93.2,38.5,6.0,18412,93.3,12.3,14.2,City,Sedan,Basic,Urgent
97.4,38.7,4.93,15735,83.9,12.35,9.7,Highway,Van,Standard,Monitor
104.0,32.1,5.59,17545,99.0,12.31,10.6,Mixed,Van,Premium,Critical
97.7,24.9,5.39,12997,70.0,12.22,5.5,City,Truck,VIP,Urgent
88.8,31.4,4.84,10288,61.8,12.34,8.6,Highway,Truck,Premium,Monitor
88.0,37.8,5.19,14366,84.9,11.94,9.0,Highway,Truck,Premium,Monitor
94.5,34.4,5.18,21670,118.2,12.1,6.8,Mixed,Van,Basic,Critical
97.3,32.7,5.81,25200,126.9,11.8,13.4,City,Sedan,Basic,Critical
86.6,35.1,5.78,22378,109.0,11.93,13.4,City,Sedan,Standard,Urgent
100.1,31.4,6.47,18423,91.2,12.44,8.4,City,Truck,Premium,Critical
107.9,25.8,6.79,20890,118.8,12.2,13.5,Off-road,Sedan,Standard,Critical
90.2,31.5,5.6,23871,114.6,12.31,15.3,Mixed,Sedan,Standard,Critical
90.3,39.6,6.85,12551,59.6,12.67,9.2,City,Truck,VIP,Routine
89.2,35.3,4.83,9876,54.9,12.19,10.7,Highway,Truck,VIP,Routine
82.2,43.5,3.91,11513,62.8,12.04,8.0,Highway,Van,Basic,Routine
88.6,39.8,2.89,13194,59.1,12.69,12.6,Highway,SUV,Standard,Routine
93.4,34.6,4.05,18192,101.7,12.62,16.0,City,Sedan,Basic,Monitor
98.7,42.3,4.47,21405,101.7,12.89,9.0,City,Van,Basic,Urgent
92.1,39.2,5.41,17787,92.8,12.11,9.5,City,Van,Standard,Urgent
109.9,24.1,6.01,20284,101.6,12.6,11.3,City,Van,VIP,Critical
98.0,40.2,3.7,8690,49.3,12.76,12.2,Highway,SUV,Basic,Routine
91.9,35.0,3.98,9087,52.7,12.48,8.6,Highway,Truck,Standard,Routine
91.6,37.6,6.28,19314,94.0,12.58,10.9,City,SUV,Standard,Urgent
92.7,31.9,5.85,12144,63.6,12.11,5.2,City,SUV,Premium,Urgent
94.6,46.2,4.51,18303,95.8,12.27,15.6,City,Sedan,Premium,Routine
85.4,45.6,1.83,16923,94.4,12.51,16.0,Highway,Sedan,Standard,Routine
101.9,27.1,6.58,22901,110.6,12.49,9.1,City,Van,Basic,Critical
81.6,46.7,4.23,9647,46.8,12.75,9.2,Highway,Truck,Basic,Routine
149.0,39.0,6.24,19568,100.4,12.44,15.1,City,Sedan,Basic,Critical
87.8,32.4,4.92,9964,53.7,12.38,9.8,Highway,Van,Standard,Routine
94.8,34.1,7.3,23624,117.0,12.27,13.2,Off-road,Sedan,Standard,Critical
101.0,32.4,7.57,15129,84.0,12.24,9.9,Mixed,SUV,Standard,Critical
88.9,45.5,2.0,7477,46.7,12.44,9.3,Highway,Truck,Premium,Routine
100.2,26.6,6.55,23297,120.6,12.3,13.8,Off-road,Sedan,Basic,Critical
89.2,30.1,20.71,19092,89.4,12.26,9.0,City,Van,Basic,Critical
91.1,27.0,5.56,18040,85.7,12.23,10.4,Mixed,Van,Standard,Critical
92.2,25.7,5.06,20944,96.4,12.23,13.9,City,Sedan,Standard,Urgent
89.1,31.5,6.18,17003,96.0,12.17,15.3,Mixed,Sedan,Standard,Urgent
98.8,30.8,7.31,17500,87.5,12.44,7.5,City,Truck,Basic,Critical
111.8,43.2,6.15,22300,104.9,12.28,7.5,City,Truck,Premium,Critical
84.2,34.6,4.82,12701,71.0,12.41,11.0,Highway,SUV,Basic,Routine
99.9,42.8,4.01,15177,86.0,11.85,16.2,City,Sedan,Basic,Monitor
88.2,33.9,5.94,19407,97.7,12.03,14.1,Mixed,Sedan,Basic,Critical
90.1,27.5,6.51,67418,107.5,11.95,15.7,Mixed,Sedan,Standard,Critical
95.1,30.0,5.83,22252,108.9,12.4,6.7,City,Truck,Basic,Critical
82.5,38.0,4.27,10616,59.1,12.59,9.5,Highway,Truck,Standard,Routine
96.1,34.1,5.36,17936,92.6,12.65,16.2,Mixed,Sedan,VIP,Monitor
101.9,13.0,4.5,21774,101.6,12.28,14.9,Mixed,Sedan,Standard,Critical
100.7,32.3,7.26,19731,103.5,12.22,10.6,Mixed,SUV,VIP,Critical
91.2,42.6,3.55,12344,63.1,12.02,15.9,Highway,Sedan,Basic,Routine
96.8,30.5,4.61,9851,68.8,12.0,9.5,City,Truck,VIP,Monitor
87.8,37.0,4.02,14084,75.8,12.55,15.7,Highway,Sedan,Premium,Routine
97.3,35.7,6.87,16183,90.8,12.27,7.1,City,Truck,Standard,Critical
101.6,33.2,4.65,17417,92.1,12.22,9.6,Highway,Van,Basic,Urgent
87.8,35.1,6.18,19863,109.9,11.78,11.5,Mixed,SUV,Premium,Critical
96.6,36.9,4.94,16795,96.8,12.19,14.1,Mixed,Sedan,Standard,Urgent
95.5,30.3,4.53,9939,60.0,12.34,11.2,City,Van,Basic,Monitor
